Date,Day,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,death,hospitalized,totalTestResults,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease,Province_State,state
2020-06-01,79,306.14788386535247,5174.158370962554,0.0,4.730217203347513,29.24508201373984,0.0,0.0,1.1105727346989813,5.0592757914064705,222.15567926330365,5.470599026480167,29.24508201373984,5480.306254827907,0.0,145.23823430452234,7.815141466400238,153.05337577092257,Arkansas,AR
2020-06-02,80,306.14788386535247,5174.158370962554,0.0,4.9770111443917315,29.533008278291426,0.0,0.0,1.0694404111916116,5.10040811491384,222.15567926330365,5.470599026480167,29.533008278291426,5480.306254827907,0.28792626455158776,0.0,0.0,0.0,Arkansas,AR
2020-06-03,81,331.8144537339512,5528.718999596081,0.0,5.429466702972797,30.067728483887233,0.0,0.0,1.27510202872846,5.10040811491384,235.15349349163247,5.840789938046495,30.067728483887233,5860.533453330032,0.5347202055958058,354.5606286335266,25.66656986859868,380.2271985021253,Arkansas,AR
2020-06-04,82,331.8144537339512,5528.718999596081,0.0,5.676260644017016,31.137168895078847,0.0,0.0,1.2339697052210905,5.2238050854359495,235.15349349163247,5.840789938046495,31.137168895078847,5860.533453330032,1.0694404111916116,0.0,0.0,0.0,Arkansas,AR
2020-06-05,83,355.8357306622551,5715.74767458409,0.0,6.046451555583342,32.576800217836784,0.0,0.0,1.3162343522358297,5.676260644017016,243.46222284012111,6.252113173120191,32.576800217836784,6071.583405246345,1.4396313227579387,187.02867498800993,24.02127692830389,211.04995191631383,Arkansas,AR
2020-06-06,84,374.3452762405714,6073.434359804177,0.0,6.33437782013493,34.46888709917579,0.0,0.0,1.4807636462653084,5.840789938046495,257.7351390971784,6.33437782013493,34.46888709917579,6447.779636044748,1.8920868813390053,357.68668522008676,18.509545578316356,376.19623079840306,Arkansas,AR
2020-06-07,85,387.7132813804666,6204.687604116193,0.0,5.964186908568603,34.71568104022001,0.0,0.0,1.4396313227579387,5.881922261553864,264.23404621134284,6.33437782013493,34.71568104022001,6592.4008854966605,0.24679394104421806,131.25324431201665,13.368005139895146,144.62124945191178,Arkansas,AR
2020-06-08,86,400.62883096178064,6204.687604116193,0.0,7.033627319760216,34.71568104022001,0.0,0.0,1.8920868813390053,5.881922261553864,264.23404621134284,6.3755101436423,34.71568104022001,6605.316435077975,0.0,0.0,12.915549581314078,12.915549581314078,Arkansas,AR
2020-06-09,87,414.6138209542864,6404.3439024209665,0.0,7.115891966774955,35.57945983387477,0.0,0.0,1.8098222343242658,5.923054585061234,282.78472411316653,6.622304084686518,35.57945983387477,6818.957723375253,0.8637787936547633,199.65629830477243,13.98498999250569,213.64128829727812,Arkansas,AR
2020-03-04,0,0.15874788771707987,1.3838023419866208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5425502297037008,0.0,0.0,0.0,0.0,California,CA
