Date,positive,state,Province_State,size,forecast
2020-03-15,0.3025629349814944,AL,Alabama,0.3025629349814944,
2020-03-16,0.7059801816234872,AL,Alabama,0.7059801816234872,
2020-03-17,0.9076888049444836,AL,Alabama,0.9076888049444836,
2020-03-18,1.1598245840957289,AL,Alabama,1.1598245840957289,
2020-03-19,1.7145232982284688,AL,Alabama,1.7145232982284688,
2020-03-20,2.042299811125088,AL,Alabama,2.042299811125088,
2020-03-21,3.126483661475443,AL,Alabama,3.126483661475443,
2020-03-22,3.479473752287187,AL,Alabama,3.479473752287187,
2020-03-23,4.210667511825799,AL,Alabama,4.210667511825799,
2020-03-24,5.420919251751776,AL,Alabama,5.420919251751776,
2020-03-25,7.135442549980245,AL,Alabama,7.135442549980245,
2020-03-26,12.758070425053017,AL,Alabama,12.758070425053017,
2020-03-27,14.800370236178106,AL,Alabama,14.800370236178106,
2020-03-28,17.54865022892668,AL,Alabama,17.54865022892668,
2020-03-29,20.32214379959038,AL,Alabama,20.32214379959038,
2020-03-30,21.65846342909198,AL,Alabama,21.65846342909198,
2020-03-31,24.73451993473717,AL,Alabama,24.73451993473717,
2020-04-01,27.15502341458913,AL,Alabama,27.15502341458913,
2020-04-02,31.08834156934856,AL,Alabama,31.08834156934856,
2020-04-03,36.10584357445834,AL,Alabama,36.10584357445834,
2020-04-04,39.83745310589678,AL,Alabama,39.83745310589678,
2020-04-05,45.28358593556367,AL,Alabama,45.28358593556367,
2020-04-06,49.6203213369651,AL,Alabama,49.6203213369651,
2020-04-07,53.4275716021489,AL,Alabama,53.4275716021489,
2020-04-08,59.73096608093004,AL,Alabama,59.73096608093004,
2020-04-09,69.81639724697985,AL,Alabama,69.81639724697985,
2020-04-10,74.83389925208964,AL,Alabama,74.83389925208964,
2020-04-11,80.45652712716242,AL,Alabama,80.45652712716242,
2020-04-12,88.87786215081401,AL,Alabama,88.87786215081401,
2020-04-13,94.14749993507505,AL,Alabama,94.14749993507505,
2020-04-14,97.72782799902272,AL,Alabama,97.72782799902272,
2020-04-15,103.70344596490725,AL,Alabama,103.70344596490725,
2020-04-16,109.55299604121612,AL,Alabama,109.55299604121612,
2020-04-17,114.21750795551418,AL,Alabama,114.21750795551418,
2020-04-18,117.36920519490474,AL,Alabama,117.36920519490474,
2020-04-19,121.9580763754574,AL,Alabama,121.9580763754574,
2020-04-20,126.69822902350082,AL,Alabama,126.69822902350082,
2020-04-21,131.8922260740165,AL,Alabama,131.8922260740165,
2020-04-22,137.7922033061556,AL,Alabama,137.7922033061556,
2020-04-23,145.6840531935896,AL,Alabama,145.6840531935896,
2020-04-24,147.04558640100632,AL,Alabama,147.04558640100632,
2020-04-25,154.7357276651193,AL,Alabama,154.7357276651193,
2020-04-26,158.08913352783085,AL,Alabama,158.08913352783085,
2020-04-27,163.8630428703944,AL,Alabama,163.8630428703944,
2020-04-28,168.6031955184378,AL,Alabama,168.6031955184378,
2020-04-29,172.5113000952821,AL,Alabama,172.5113000952821,
2020-04-30,176.97410338625917,AL,Alabama,176.97410338625917,
2020-05-01,180.47879071646148,AL,Alabama,180.47879071646148,
2020-05-02,187.43773822103583,AL,Alabama,187.43773822103583,
2020-05-03,194.77488939433707,AL,Alabama,194.77488939433707,
2020-05-04,202.33896276887444,AL,Alabama,202.33896276887444,
2020-05-05,208.89449302680688,AL,Alabama,208.89449302680688,
2020-05-06,216.35771208968367,AL,Alabama,216.35771208968367,
2020-05-07,224.35041628877815,AL,Alabama,224.35041628877815,
2020-05-08,232.4944019553634,AL,Alabama,232.4944019553634,
2020-05-09,241.2182999139965,AL,Alabama,241.2182999139965,
2020-05-10,246.51315127617264,AL,Alabama,246.51315127617264,
2020-05-11,252.36270135248157,AL,Alabama,252.36270135248157,
2020-05-12,259.951988304934,AL,Alabama,259.951988304934,
2020-05-13,267.69255672487725,AL,Alabama,267.69255672487725,
2020-05-14,276.54252257308593,AL,Alabama,276.54252257308593,
2020-05-15,282.7954898960368,AL,Alabama,282.7954898960368,
2020-05-16,290.5360583159801,AL,Alabama,290.5360583159801,
2020-05-17,296.789025638931,AL,Alabama,296.789025638931,
2020-05-18,304.7313026821952,AL,Alabama,304.7313026821952,
2020-05-19,312.04324027758133,AL,Alabama,312.04324027758133,
2020-05-20,321.3218369503472,AL,Alabama,321.3218369503472,
2020-05-21,330.77692866851885,AL,Alabama,330.77692866851885,
2020-05-22,341.97175726283416,AL,Alabama,341.97175726283416,
2020-05-23,351.42684898100583,AL,Alabama,351.42684898100583,
2020-05-24,361.2349307899893,AL,Alabama,361.2349307899893,
2020-05-25,371.3960026897845,AL,Alabama,371.3960026897845,
2020-05-26,388.18824558125743,AL,Alabama,388.18824558125743,
2020-05-27,399.4587149093181,AL,Alabama,399.4587149093181,
2020-05-28,411.2334557956812,AL,Alabama,411.2334557956812,
2020-05-29,424.16802126614016,AL,Alabama,424.16802126614016,
2020-05-30,437.6824990286469,AL,Alabama,437.6824990286469,
2020-05-31,451.3986854144746,AL,Alabama,451.3986854144746,
2020-06-01,462.996931255432,AL,Alabama,462.996931255432,
2020-06-02,470.03151949375166,AL,Alabama,470.03151949375166,
2020-06-03,475.3011572780127,AL,Alabama,475.3011572780127,
2020-06-04,480.87335799725525,AL,Alabama,480.87335799725525,
2020-06-05,488.81563504051945,AL,Alabama,488.81563504051945,
2020-06-06,505.3557421528412,AL,Alabama,505.3557421528412,
2020-06-07,516.8783472600531,AL,Alabama,516.8783472600531,
2020-06-08,527.5941178739811,AL,Alabama,527.5941178739811,
2020-06-09,540.125266097798,AL,Alabama,540.125266097798,
2020-06-10,,AL,Alabama,551.5957882066119,551.5957882066119
2020-06-11,,AL,Alabama,563.8146589295195,563.8146589295195
2020-06-12,,AL,Alabama,575.476963712725,575.476963712725
2020-06-13,,AL,Alabama,586.9768298060803,586.9768298060803
2020-06-14,,AL,Alabama,598.5203953126072,598.5203953126072
2020-06-15,,AL,Alabama,609.9122238458023,609.9122238458023
2020-06-16,,AL,Alabama,621.302849629752,621.302849629752
2020-06-17,,AL,Alabama,632.5693167217416,632.5693167217416
2020-06-18,,AL,Alabama,643.7460798290301,643.7460798290301
2020-03-20,1.8694937566698084,AK,Alaska,1.8694937566698084,
2020-03-21,2.18107604944811,AK,Alaska,2.18107604944811,
2020-03-22,3.427405220561316,AK,Alaska,3.427405220561316,
2020-03-23,3.427405220561316,AK,Alaska,3.427405220561316,
2020-03-24,5.608481270009426,AK,Alaska,5.608481270009426,
2020-03-25,6.543228148344329,AK,Alaska,6.543228148344329,
2020-03-26,9.191677636959891,AK,Alaska,9.191677636959891,
2020-03-27,10.7495891008514,AK,Alaska,10.7495891008514,
2020-03-28,13.24224744307781,AK,Alaska,13.24224744307781,
2020-03-29,15.890696931693371,AK,Alaska,15.890696931693371,
2020-03-30,17.76019068836318,AK,Alaska,17.76019068836318,
2020-03-31,18.53914642030893,AK,Alaska,18.53914642030893,
2020-04-01,20.720222469757044,AK,Alaska,20.720222469757044,
2020-04-02,22.27813393364855,AK,Alaska,22.27813393364855,
2020-04-03,24.45920998309666,AK,Alaska,24.45920998309666,
2020-04-04,26.64028603254477,AK,Alaska,26.64028603254477,
2020-04-05,28.82136208199288,AK,Alaska,28.82136208199288,
2020-04-06,29.756108960327783,AK,Alaska,29.756108960327783,
2020-04-07,33.1835141808891,AK,Alaska,33.1835141808891,
2020-04-08,35.208799083948065,AK,Alaska,35.208799083948065,
2020-04-09,36.61091940145042,AK,Alaska,36.61091940145042,
2020-04-10,38.32462201173107,AK,Alaska,38.32462201173107,
2020-04-11,40.03832462201173,AK,Alaska,40.03832462201173,
2020-04-12,42.37519181784899,AK,Alaska,42.37519181784899,
2020-04-13,43.15414754979474,AK,Alaska,43.15414754979474,
2020-04-14,44.400476720907946,AK,Alaska,44.400476720907946,
2020-04-15,45.64680589202116,AK,Alaska,45.64680589202116,
2020-04-16,46.73734391674521,AK,Alaska,46.73734391674521,
2020-04-17,48.13946423424757,AK,Alaska,48.13946423424757,
2020-04-18,48.91841996619332,AK,Alaska,48.91841996619332,
2020-04-19,49.69737569813907,AK,Alaska,49.69737569813907,
2020-04-20,50.008957990917374,AK,Alaska,50.008957990917374,
2020-04-21,51.25528716203058,AK,Alaska,51.25528716203058,
2020-04-22,52.19003404036549,AK,Alaska,52.19003404036549,
2020-04-23,52.50161633314379,AK,Alaska,52.50161633314379,
2020-04-24,52.81319862592209,AK,Alaska,52.81319862592209,
2020-04-25,52.81319862592209,AK,Alaska,52.81319862592209,
2020-04-26,53.12478091870039,AK,Alaska,53.12478091870039,
2020-04-27,53.74794550425699,AK,Alaska,53.74794550425699,
2020-04-28,54.6826923825919,AK,Alaska,54.6826923825919,
2020-04-29,55.3058569681485,AK,Alaska,55.3058569681485,
2020-04-30,55.3058569681485,AK,Alaska,55.3058569681485,
2020-05-01,56.707977285650855,AK,Alaska,56.707977285650855,
2020-05-02,56.86376843204,AK,Alaska,56.86376843204,
2020-05-03,57.33114187120746,AK,Alaska,57.33114187120746,
2020-05-04,57.64272416398576,AK,Alaska,57.64272416398576,
2020-05-05,57.79851531037491,AK,Alaska,57.79851531037491,
2020-05-06,57.95430645676406,AK,Alaska,57.95430645676406,
2020-05-07,58.26588874954236,AK,Alaska,58.26588874954236,
2020-05-08,58.73326218870981,AK,Alaska,58.73326218870981,
2020-05-09,58.88905333509897,AK,Alaska,58.88905333509897,
2020-05-10,59.04484448148811,AK,Alaska,59.04484448148811,
2020-05-11,59.35642677426642,AK,Alaska,59.35642677426642,
2020-05-12,59.66800906704472,AK,Alaska,59.66800906704472,
2020-05-13,59.66800906704472,AK,Alaska,59.66800906704472,
2020-05-14,60.29117365260133,AK,Alaska,60.29117365260133,
2020-05-15,60.44696479899047,AK,Alaska,60.44696479899047,
2020-05-16,61.07012938454708,AK,Alaska,61.07012938454708,
2020-05-17,61.69329397010368,AK,Alaska,61.69329397010368,
2020-05-18,62.160667409271134,AK,Alaska,62.160667409271134,
2020-05-19,62.160667409271134,AK,Alaska,62.160667409271134,
2020-05-20,62.62804084843859,AK,Alaska,62.62804084843859,
2020-05-21,62.62804084843859,AK,Alaska,62.62804084843859,
2020-05-22,62.93962314121689,AK,Alaska,62.93962314121689,
2020-05-23,63.562787726773486,AK,Alaska,63.562787726773486,
2020-05-24,63.562787726773486,AK,Alaska,63.562787726773486,
2020-05-25,63.71857887316264,AK,Alaska,63.71857887316264,
2020-05-26,64.03016116594094,AK,Alaska,64.03016116594094,
2020-05-27,64.18595231233009,AK,Alaska,64.18595231233009,
2020-05-28,66.21123721538905,AK,Alaska,66.21123721538905,
2020-05-29,66.9901929473348,AK,Alaska,66.9901929473348,
2020-05-30,67.6133575328914,AK,Alaska,67.6133575328914,
2020-05-31,67.6133575328914,AK,Alaska,67.6133575328914,
2020-06-01,72.75446536373339,AK,Alaska,72.75446536373339,
2020-06-02,75.87028829151639,AK,Alaska,75.87028829151639,
2020-06-03,78.6745289265211,AK,Alaska,78.6745289265211,
2020-06-04,79.92085809763431,AK,Alaska,79.92085809763431,
2020-06-05,81.63456070791497,AK,Alaska,81.63456070791497,
2020-06-06,83.50405446458477,AK,Alaska,83.50405446458477,
2020-06-07,84.75038363569799,AK,Alaska,84.75038363569799,
2020-06-08,87.71041541709185,AK,Alaska,87.71041541709185,
2020-06-09,89.26832688098335,AK,Alaska,89.26832688098335,
2020-06-10,,AK,Alaska,91.27318372834277,91.27318372834277
2020-06-11,,AK,Alaska,92.74131307863603,92.74131307863603
2020-06-12,,AK,Alaska,94.70498700684747,94.70498700684747
2020-06-13,,AK,Alaska,96.38878207064572,96.38878207064572
2020-06-14,,AK,Alaska,98.14601629200207,98.14601629200207
2020-06-15,,AK,Alaska,99.70801344776308,99.70801344776308
2020-06-16,,AK,Alaska,101.3419287414267,101.3419287414267
2020-06-17,,AK,Alaska,102.90462998554004,102.90462998554004
2020-06-18,,AK,Alaska,104.46867557711691,104.46867557711691
2020-03-14,0.2117084661509919,AZ,Arizona,0.2117084661509919,
2020-03-15,0.2117084661509919,AZ,Arizona,0.2117084661509919,
2020-03-16,0.3175626992264878,AZ,Arizona,0.3175626992264878,
2020-03-17,0.3528474435849865,AZ,Arizona,0.3528474435849865,
2020-03-18,0.4939864210189811,AZ,Arizona,0.4939864210189811,
2020-03-19,0.7762643758869703,AZ,Arizona,0.7762643758869703,
2020-03-20,1.146754191651206,AZ,Arizona,1.146754191651206,
2020-03-21,1.8348067066419296,AZ,Arizona,1.8348067066419296,
2020-03-22,2.681640571245897,AZ,Arizona,2.681640571245897,
2020-03-23,4.675228627501071,AZ,Arizona,4.675228627501071,
2020-03-24,6.298326867992008,AZ,Arizona,6.298326867992008,
2020-03-25,7.939067480662196,AZ,Arizona,7.939067480662196,
2020-03-26,10.17964874742686,AZ,Arizona,10.17964874742686,
2020-03-27,12.984785923927502,AZ,Arizona,12.984785923927502,
2020-03-28,15.40179091248466,AZ,Arizona,15.40179091248466,
2020-03-29,16.21334003273013,AZ,Arizona,16.21334003273013,
2020-03-30,20.412224611391466,AZ,Arizona,20.412224611391466,
2020-03-31,22.741017739052374,AZ,Arizona,22.741017739052374,
2020-04-01,24.928671889279293,AZ,Arizona,24.928671889279293,
2020-04-02,28.19251074244042,AZ,Arizona,28.19251074244042,
2020-04-03,31.20935638509205,AZ,Arizona,31.20935638509205,
2020-04-04,35.61994942990438,AZ,Arizona,35.61994942990438,
2020-04-05,40.03054247471672,AZ,Arizona,40.03054247471672,
2020-04-06,43.329666072236336,AZ,Arizona,43.329666072236336,
2020-04-07,45.42910836156701,AZ,Arizona,45.42910836156701,
2020-04-08,48.09310656063366,AZ,Arizona,48.09310656063366,
2020-04-09,53.244679236974456,AZ,Arizona,53.244679236974456,
2020-04-10,54.9030622218239,AZ,Arizona,54.9030622218239,
2020-04-11,59.86056880419295,AZ,Arizona,59.86056880419295,
2020-04-12,62.43635514236336,AZ,Arizona,62.43635514236336,
2020-04-13,65.312061807581,AZ,Arizona,65.312061807581,
2020-04-14,67.14686851422293,AZ,Arizona,67.14686851422293,
2020-04-15,69.89907857418582,AZ,Arizona,69.89907857418582,
2020-04-16,74.69780380694164,AZ,Arizona,74.69780380694164,
2020-04-17,79.5141714118767,AZ,Arizona,79.5141714118767,
2020-04-18,83.25435431387757,AZ,Arizona,83.25435431387757,
2020-04-19,86.95925247151992,AZ,Arizona,86.95925247151992,
2020-04-20,89.34097271571858,AZ,Arizona,89.34097271571858,
2020-04-21,92.6400963132382,AZ,Arizona,92.6400963132382,
2020-04-22,96.30970972652206,AZ,Arizona,96.30970972652206,
2020-04-23,101.77884510208936,AZ,Arizona,101.77884510208936,
2020-04-24,106.64813982356216,AZ,Arizona,106.64813982356216,
2020-04-25,110.79409728568577,AZ,Arizona,110.79409728568577,
2020-04-26,115.1341208417811,AZ,Arizona,115.1341208417811,
2020-04-27,118.48617155583848,AZ,Arizona,118.48617155583848,
2020-04-28,122.5792019014243,AZ,Arizona,122.5792019014243,
2020-04-29,127.06036443495364,AZ,Arizona,127.06036443495364,
2020-04-30,134.92886242689883,AZ,Arizona,134.92886242689883,
2020-05-01,140.46856729118312,AZ,Arizona,140.46856729118312,
2020-05-02,147.56080090724134,AZ,Arizona,147.56080090724134,
2020-05-03,152.43009562871416,AZ,Arizona,152.43009562871416,
2020-05-04,157.35231746672474,AZ,Arizona,157.35231746672474,
2020-05-05,164.16227312791494,AZ,Arizona,164.16227312791494,
2020-05-06,171.2545067439732,AZ,Arizona,171.2545067439732,
2020-05-07,175.45339132263453,AZ,Arizona,175.45339132263453,
2020-05-08,185.7036095587784,AZ,Arizona,185.7036095587784,
2020-05-09,193.36039908457255,AZ,Arizona,193.36039908457255,
2020-05-10,196.16553626107324,AZ,Arizona,196.16553626107324,
2020-05-11,200.7701953998573,AZ,Arizona,200.7701953998573,
2020-05-12,207.05087989567008,AZ,Arizona,207.05087989567008,
2020-05-13,214.81352365453975,AZ,Arizona,214.81352365453975,
2020-05-14,223.59942499980596,AZ,Arizona,223.59942499980596,
2020-05-15,232.3323992285344,AZ,Arizona,232.3323992285344,
2020-05-16,240.48317517534755,AZ,Arizona,240.48317517534755,
2020-05-17,245.88174106219785,AZ,Arizona,245.88174106219785,
2020-05-18,249.9924137799629,AZ,Arizona,249.9924137799629,
2020-05-19,256.9787931629457,AZ,Arizona,256.9787931629457,
2020-05-20,262.8184183542772,AZ,Arizona,262.8184183542772,
2020-05-21,270.1929299252034,AZ,Arizona,270.1929299252034,
2020-05-22,275.36214497372345,AZ,Arizona,275.36214497372345,
2020-05-23,282.9660073829799,AZ,Arizona,282.9660073829799,
2020-05-24,288.2587190367547,AZ,Arizona,288.2587190367547,
2020-05-25,292.175325660548,AZ,Arizona,292.175325660548,
2020-05-26,296.0919322843414,AZ,Arizona,296.0919322843414,
2020-05-27,304.54262855820184,AZ,Arizona,304.54262855820184,
2020-05-28,313.3814570200057,AZ,Arizona,313.3814570200057,
2020-05-29,325.7664022898388,AZ,Arizona,325.7664022898388,
2020-05-30,339.7038763114457,AZ,Arizona,339.7038763114457,
2020-05-31,351.71833176551456,AZ,Arizona,351.71833176551456,
2020-06-01,355.0174553630341,AZ,Arizona,355.0174553630341,
2020-06-02,374.90040880904814,AZ,Arizona,374.90040880904814,
2020-06-03,392.2428606612502,AZ,Arizona,392.2428606612502,
2020-06-04,401.4168941944599,AZ,Arizona,401.4168941944599,
2020-06-05,429.27419986549455,AZ,Arizona,429.27419986549455,
2020-06-06,449.01601433407455,AZ,Arizona,449.01601433407455,
2020-06-07,474.385745527835,AZ,Arizona,474.385745527835,
2020-06-08,488.3055771772628,AZ,Arizona,488.3055771772628,
2020-06-09,499.2085631840389,AZ,Arizona,499.2085631840389,
2020-06-10,,AZ,Arizona,517.6074434730066,517.6074434730066
2020-06-11,,AZ,Arizona,532.651767126342,532.651767126342
2020-06-12,,AZ,Arizona,549.327915850097,549.327915850097
2020-06-13,,AZ,Arizona,565.472130632034,565.472130632034
2020-06-14,,AZ,Arizona,579.9007737078157,579.9007737078157
2020-06-15,,AZ,Arizona,595.8664132170209,595.8664132170209
2020-06-16,,AZ,Arizona,610.9902261880984,610.9902261880984
2020-06-17,,AZ,Arizona,626.1176682531027,626.1176682531027
2020-06-18,,AZ,Arizona,641.4395356206819,641.4395356206819
2020-03-14,0.4935878820884361,AR,Arkansas,0.4935878820884361,
2020-03-15,0.6581171761179149,AR,Arkansas,0.6581171761179149,
2020-03-16,0.9049111171621328,AR,Arkansas,0.9049111171621328,
2020-03-17,0.9049111171621328,AR,Arkansas,0.9049111171621328,
2020-03-18,1.3573666757431992,AR,Arkansas,1.3573666757431992,
2020-03-19,1.8920868813390053,AR,Arkansas,1.8920868813390053,
2020-03-20,3.948703056707489,AR,Arkansas,3.948703056707489,
2020-03-21,4.853614173869622,AR,Arkansas,4.853614173869622,
2020-03-22,6.786833378715998,AR,Arkansas,6.786833378715998,
2020-03-23,7.157024290282324,AR,Arkansas,7.157024290282324,
2020-03-24,8.96684652460659,AR,Arkansas,8.96684652460659,
2020-03-25,11.51705058206351,AR,Arkansas,11.51705058206351,
2020-03-26,13.77932837496884,AR,Arkansas,13.77932837496884,
2020-03-27,15.671415256307847,AR,Arkansas,15.671415256307847,
2020-03-28,16.61745869697735,AR,Arkansas,16.61745869697735,
2020-03-29,17.522369814139484,AR,Arkansas,17.522369814139484,
2020-03-30,19.455589018985854,AR,Arkansas,19.455589018985854,
2020-03-31,21.512205194354344,AR,Arkansas,21.512205194354344,
2020-04-01,24.02127692830389,AR,Arkansas,24.02127692830389,
2020-04-02,26.448084015238702,AR,Arkansas,26.448084015238702,
2020-04-03,28.957155749188253,AR,Arkansas,28.957155749188253,
2020-04-04,30.561316365975667,AR,Arkansas,30.561316365975667,
2020-04-05,34.13982851111683,AR,Arkansas,34.13982851111683,
2020-04-06,35.99078306894847,AR,Arkansas,35.99078306894847,
2020-04-07,38.91117803797172,AR,Arkansas,38.91117803797172,
2020-04-08,41.13232350736968,AR,Arkansas,41.13232350736968,
2020-04-09,46.02707000474667,AR,Arkansas,46.02707000474667,
2020-04-10,48.16595082712989,AR,Arkansas,48.16595082712989,
2020-04-11,50.42822862003523,AR,Arkansas,50.42822862003523,
2020-04-12,52.64937408943318,AR,Arkansas,52.64937408943318,
2020-04-13,57.99657614539125,AR,Arkansas,57.99657614539125,
2020-04-14,60.875838790907125,AR,Arkansas,60.875838790907125,
2020-04-15,64.53661558306302,AR,Arkansas,64.53661558306302,
2020-04-16,66.63436408193888,AR,Arkansas,66.63436408193888,
2020-04-17,69.71928834499161,AR,Arkansas,69.71928834499161,
2020-04-18,71.52911057931587,AR,Arkansas,71.52911057931587,
2020-04-19,73.2566681666254,AR,Arkansas,73.2566681666254,
2020-04-20,79.09745810467189,AR,Arkansas,79.09745810467189,
2020-04-21,91.60168445091227,AR,Arkansas,91.60168445091227,
2020-04-22,93.61716830277338,AR,Arkansas,93.61716830277338,
2020-04-23,101.39117744566626,AR,Arkansas,101.39117744566626,
2020-04-24,112.74369873370028,AR,Arkansas,112.74369873370028,
2020-04-25,116.36334320234884,AR,Arkansas,116.36334320234884,
2020-04-26,120.97016343517424,AR,Arkansas,120.97016343517424,
2020-04-27,124.09622002173433,AR,Arkansas,124.09622002173433,
2020-04-28,127.96265843142706,AR,Arkansas,127.96265843142706,
2020-04-29,131.294376635524,AR,Arkansas,131.294376635524,
2020-04-30,133.8857130164883,AR,Arkansas,133.8857130164883,
2020-05-01,136.6004463679747,AR,Arkansas,136.6004463679747,
2020-05-02,138.69819486685054,AR,Arkansas,138.69819486685054,
2020-05-03,141.1250019537854,AR,Arkansas,141.1250019537854,
2020-05-04,142.23557468848435,AR,Arkansas,142.23557468848435,
2020-05-05,143.79860298176442,AR,Arkansas,143.79860298176442,
2020-05-06,146.76013027429502,AR,Arkansas,146.76013027429502,
2020-05-07,148.52882018511193,AR,Arkansas,148.52882018511193,
2020-05-08,151.94280303622358,AR,Arkansas,151.94280303622358,
2020-05-09,154.1228161821142,AR,Arkansas,154.1228161821142,
2020-05-10,154.1228161821142,AR,Arkansas,154.1228161821142,
2020-05-11,165.92779302872927,AR,Arkansas,165.92779302872927,
2020-05-12,171.27499508468733,AR,Arkansas,171.27499508468733,
2020-05-13,171.27499508468733,AR,Arkansas,171.27499508468733,
2020-05-14,174.23652237721797,AR,Arkansas,174.23652237721797,
2020-05-15,183.5735598133909,AR,Arkansas,183.5735598133909,
2020-05-16,188.3037770167384,AR,Arkansas,188.3037770167384,
2020-05-17,195.74872757157232,AR,Arkansas,195.74872757157232,
2020-05-18,197.96987304097024,AR,Arkansas,197.96987304097024,
2020-05-19,202.4944286267809,AR,Arkansas,202.4944286267809,
2020-05-20,205.7850145073705,AR,Arkansas,205.7850145073705,
2020-05-21,224.5002217032237,AR,Arkansas,224.5002217032237,
2020-05-22,230.83459952335863,AR,Arkansas,230.83459952335863,
2020-05-23,230.83459952335863,AR,Arkansas,230.83459952335863,
2020-05-24,243.58561981064324,AR,Arkansas,243.58561981064324,
2020-05-25,247.9867784259318,AR,Arkansas,247.9867784259318,
2020-05-26,254.19775927554463,AR,Arkansas,254.19775927554463,
2020-05-27,258.1875946557595,AR,Arkansas,258.1875946557595,
2020-05-28,268.92313109118294,AR,Arkansas,268.92313109118294,
2020-05-29,268.92313109118294,AR,Arkansas,268.92313109118294,
2020-05-30,288.46098475718355,AR,Arkansas,288.46098475718355,
2020-05-31,298.3327423989523,AR,Arkansas,298.3327423989523,
2020-06-01,306.14788386535247,AR,Arkansas,306.14788386535247,
2020-06-02,306.14788386535247,AR,Arkansas,306.14788386535247,
2020-06-03,331.8144537339512,AR,Arkansas,331.8144537339512,
2020-06-04,331.8144537339512,AR,Arkansas,331.8144537339512,
2020-06-05,355.8357306622551,AR,Arkansas,355.8357306622551,
2020-06-06,374.3452762405714,AR,Arkansas,374.3452762405714,
2020-06-07,387.7132813804666,AR,Arkansas,387.7132813804666,
2020-06-08,400.62883096178064,AR,Arkansas,400.62883096178064,
2020-06-09,414.6138209542864,AR,Arkansas,414.6138209542864,
2020-06-10,,AR,Arkansas,428.93985873893064,428.93985873893064
2020-06-11,,AR,Arkansas,441.5289555670127,441.5289555670127
2020-06-12,,AR,Arkansas,454.75090781489814,454.75090781489814
2020-06-13,,AR,Arkansas,467.9315432519463,467.9315432519463
2020-06-14,,AR,Arkansas,480.76319808558577,480.76319808558577
2020-06-15,,AR,Arkansas,493.1770636292988,493.1770636292988
2020-06-16,,AR,Arkansas,505.7986605461826,505.7986605461826
2020-06-17,,AR,Arkansas,518.1095157661916,518.1095157661916
2020-06-18,,AR,Arkansas,530.2246694885082,530.2246694885082
2020-03-04,0.1587478877170798,CA,California,0.1587478877170798,
2020-03-05,0.1587478877170798,CA,California,0.1587478877170798,
2020-03-06,0.1797145898683923,CA,California,0.1797145898683923,
2020-03-07,0.2066717783486511,CA,California,0.2066717783486511,
2020-03-08,0.2635813984736421,CA,California,0.2635813984736421,
2020-03-09,0.3414577207499453,CA,California,0.3414577207499453,
2020-03-10,0.3983673408749363,CA,California,0.3983673408749363,
2020-03-11,0.4702531768222932,CA,California,0.4702531768222932,
2020-03-12,0.6050391192235874,CA,California,0.6050391192235874,
2020-03-13,0.6050391192235874,CA,California,0.6050391192235874,
2020-03-14,0.7548012774472477,CA,California,0.7548012774472477,
2020-03-15,0.8776062471906492,CA,California,0.8776062471906492,
2020-03-16,1.0034064600985235,CA,California,1.0034064600985235,
2020-03-17,1.446702448440558,CA,California,1.446702448440558,
2020-03-18,1.8300935734931283,CA,California,1.8300935734931283,
2020-03-19,2.7676046839732416,CA,California,2.7676046839732416,
2020-03-20,3.1839434838350176,CA,California,3.1839434838350176,
2020-03-21,3.830916007361229,CA,California,3.830916007361229,
2020-03-22,4.600693500630843,CA,California,4.600693500630843,
2020-03-23,5.190756404032064,CA,California,5.190756404032064,
2020-03-24,6.296001131722677,CA,California,6.296001131722677,
2020-03-25,7.0537976523343975,CA,California,7.0537976523343975,
2020-03-26,9.003700952406456,CA,California,9.003700952406456,
2020-03-27,11.618548234991565,CA,California,11.618548234991565,
2020-03-28,13.906914012649093,CA,California,13.906914012649093,
2020-03-29,17.096847982813056,CA,California,17.096847982813056,
2020-03-30,19.31033268135875,CA,California,19.31033268135875,
2020-03-31,22.41040935658852,CA,California,22.41040935658852,
2020-04-01,24.426208006278987,CA,California,24.426208006278987,
2020-04-02,27.52927992467323,CA,California,27.52927992467323,
2020-04-03,32.05209710302777,CA,California,32.05209710302777,
2020-04-04,36.020794295954765,CA,California,36.020794295954765,
2020-04-05,40.25007764419093,CA,California,40.25007764419093,
2020-04-06,42.939806005887874,CA,California,42.939806005887874,
2020-04-07,47.5195328043674,CA,California,47.5195328043674,
2020-04-08,50.79033833997215,CA,California,50.79033833997215,
2020-04-09,54.83990709833992,CA,California,54.83990709833992,
2020-04-10,58.32337489862225,CA,California,58.32337489862225,
2020-04-11,61.74693783561513,CA,California,61.74693783561513,
2020-04-12,65.27832952652903,CA,California,65.27832952652903,
2020-04-13,66.93769423964719,CA,California,66.93769423964719,
2020-04-14,69.90298497247566,CA,California,69.90298497247566,
2020-04-15,73.15581904909357,CA,California,73.15581904909357,
2020-04-16,78.42145653223746,CA,California,78.42145653223746,
2020-04-17,82.45305383161839,CA,California,82.45305383161839,
2020-04-18,86.75122777263744,CA,California,86.75122777263744,
2020-04-19,90.85471090796572,CA,California,90.85471090796572,
2020-04-20,92.78664274905096,CA,California,92.78664274905096,
2020-04-21,99.62478289354328,CA,California,99.62478289354328,
2020-04-22,106.01962704969355,CA,California,106.01962704969355,
2020-04-23,111.9292418131992,CA,California,111.9292418131992,
2020-04-24,117.5752751782312,CA,California,117.5752751782312,
2020-04-25,123.21531805693424,CA,California,123.21531805693424,
